LOT-SampleCode;Genus;Species;Family;TreeZone
LOT02-455164/H;Trichosalpinx;Trichosalpinx fruticosa;Orchidaceae;5
LOT02-456163/H;Trichosalpinx;Trichosalpinx notosibirica;Orchidaceae;6
LOT02-21509/O;Trichosalpinx;Trichosalpinx scabridula;Orchidaceae;5
LOT02-45451/H;Trichosalpinx;Trichosalpinx scabridula;Orchidaceae;4
LOT03-456136/H;Trichosalpinx;Trichosalpinx sp. CC1;Orchidaceae;6
LOT03-216248/O;Trigonidium;Trigonidium insigne;Orchidaceae;6
LOT03-21648/F;Trigonidium;Trigonidium insigne;Orchidaceae;6
LOT03-21648/H;Trigonidium;Trigonidium insigne;Orchidaceae;6
LOT03-21648/C;Trigonidium;Trigonidium insigne;Orchidaceae;6
LOT03-456419/O;Trigonidium;Trigonidium insigne;Orchidaceae;6
LOT02-455123/P;Utricularia;Utricularia jamesionana;Lentibulariaceae;5
LOT02-455123/L;Utricularia;Utricularia jamesionana;Lentibulariaceae;5
LOT02-455123/L;Utricularia;Utricularia jamesionana;Lentibulariaceae;5
LOT02-455123/H;Utricularia;Utricularia jamesionana;Lentibulariaceae;5
LOT03-215220/O;Utricularia;Utricularia jamesoniana;Lentibulariaceae;5
LOT03-455117/C;Utricularia;Utricularia jamesoniana;Lentibulariaceae;5
LOT03-455117/H;Utricularia;Utricularia jamesoniana;Lentibulariaceae;5
LOT03-455117/P;Utricularia;Utricularia jamesoniana;Lentibulariaceae;5
LOT01-3448/H1;Werauhia;Werauhia gigantea;Bromeliaceae;0
LOT01-3448/H2;Werauhia;Werauhia gigantea;Bromeliaceae;0
LOT01-3458/H2;Werauhia;Werauhia gigantea;Bromeliaceae;0
LOT01-3458/H1;Werauhia;Werauhia gigantea;Bromeliaceae;0
LOT01-3483/H1;Werauhia;Werauhia gigantea;Bromeliaceae;0
LOT01-3481/H2;Werauhia;Werauhia gigantea;Bromeliaceae;0
LOT01-3481/H1;Werauhia;Werauhia gigantea;Bromeliaceae;0
LOT01-3437/H1;Xylobium;Xylobium varicosum;Orchidaceae;0
LOT01-3436/A;Xylobium;Xylobium variegatum;Orchidaceae;0
LOT01-3436/H1;Xylobium;Xylobium variegatum;Orchidaceae;0
