T_ZONE1;T_ZONE2;T_ZONE3;T_ZONE4;T_ZONE5;T_ZONE6;H_ZONE1;H_ZONE2;H_ZONE3;H_ZONE4;H_ZONE5;H_ZONE6
33,733;32,414;32,189;32,455;33,187;31,772;68,92;54,72;51,80;51,48;49,70;53,25
35,982;31,995;31,448;32,488;33,97;32,149;63,12;54,20;54,67;51,78;49,15;51,85
32,01;30,696;31,096;31,777;32,545;31,558;72,75;57,17;62,80;52,60;51,10;53,55
35,939;32,924;31,542;32,071;32,917;31,901;62,55;57,45;56,10;52,05;50,53;52,97
36,975;32,453;32,605;32,596;32,489;31,912;59,10;53,10;51,23;50,93;49,15;50,45
35,489;32,419;32,437;32,167;32,578;31,516;54,82;50,18;51,23;52,05;49,70;51,28
35,238;31,49;31,976;32,6;32,824;32,354;61,40;56,35;52,65;50,08;49,15;51,00
30,021;31,166;31,125;31,783;31,539;31,49;72,47;53,92;55,52;51,20;51,38;51,28
29,399;30,409;31,889;31,192;32,103;31,282;73,05;58,80;55,52;55,15;49,43;52,97
29,317;30,993;33,011;32,475;33,141;32,993;78,10;62,65;50,95;55,42;48,88;49,33
29,159;31,412;33,078;33,319;33,746;33,103;79,30;59,07;48,95;48,13;47,23;48,78
29,835;32,084;32,94;33,099;33,267;33,021;73,05;51,50;52,65;47,85;47,23;47,93
31,423;32,094;33,706;33,118;33,522;33,324;68,92;57,72;47,25;46,48;45,85;46,25
30,01;31,806;32,667;33,454;32,354;32,363;73,35;52,03;46,40;46,48;48,33;47,65
30,735;32,628;35,449;33,229;33,879;33,242;70,40;46,45;43,88;45,10;43,68;45,43
30,396;33,201;34,603;34,489;33,906;33,86;74,52;55,80;42,20;44,28;45,33;44,60
30,933;31,974;34,276;34,101;34,278;33,8;74,82;54,45;43,33;44,83;43,68;44,60
30,354;32,258;33,656;33,537;33,855;33,156;78,10;49,10;44,73;45,93;45,85;46,83
30,524;32,661;34,837;33,765;34,202;33,307;65,45;45,65;41,65;44,83;43,40;44,88
30,801;32,847;34,531;34,876;34,229;34,252;58,52;47,78;43,05;44,28;43,13;44,60
30,434;32,56;34,555;34,944;34,818;34,43;76,32;48,83;44,73;42,63;42,05;42,13
30,372;33,154;34,096;34,701;35,65;34,486;68,92;50,43;45,55;44,55;41,25;42,95
30,085;33,021;34,631;34,332;35,724;33,37;75,42;44,35;41,10;42,63;39,63;43,78
30,16;33,301;34,956;34,772;35,177;34,415;72,17;43,83;42,75;42,63;42,05;42,13
29,91;32,91;34,381;35,331;35,153;34,489;76,32;48,03;41,65;41,80;40,43;42,40
30,13;33,111;35,004;35,37;35,934;34,91;63,70;50,43;39,15;40,15;36,40;41,30
30,33;33,837;33,886;34,721;35,033;35,24;73,65;41,73;46,40;39,90;40,70;39,13
30,989;33,663;35,571;35,705;35,079;35,312;53,12;41,20;39,70;37,45;39,35;38,58
30,351;33,412;34,059;35,597;34,973;34,303;66,30;45,13;41,93;38,53;39,35;41,58
30,088;33,621;33,862;34,647;35,185;34,839;71,57;44,60;45,28;41,25;40,98;40,48
29,843;32,917;34,141;35,852;35,518;34,552;76,92;49,90;46,13;40,98;43,40;44,88
29,693;33,561;33,966;36,024;35,618;34,868;76,32;47,78;48,38;42,35;42,88;43,50
29,507;33,023;33,332;34,813;33,901;34,45;79,90;52,57;47,83;43,45;45,85;45,43
28,862;31,471;32,327;33,758;33,008;33,325;83,22;57,97;54,37;47,85;51,93;48,20
28,842;31,44;32,161;32,952;33,297;32,818;80,50;58,25;53,80;50,93;47,78;50,73
29,009;31,428;32,859;32,808;33,452;32,973;78,40;60,17;49,53;52,33;45,33;49,60
29,099;31,801;32,753;33,602;33,487;33,554;80,80;62,92;52,38;48,13;48,88;48,78
29,309;31,835;32,732;34,138;33,87;34,409;82,00;63,47;53,52;50,38;49,15;48,78
28,996;31,762;32,038;33,136;33,139;33,02;83,52;58,80;59,30;52,05;50,83;50,73
28,607;31,101;31,49;32,877;33,259;33,03;85,65;67,92;63,70;52,05;51,38;51,85
28,417;30,506;31,035;32,401;32,438;32,138;87,17;71,30;63,40;56,27;54,15;55,80
27,989;30,22;31,24;31,584;31,636;31,821;89,30;66,80;57,27;57,42;55,82;56,95
27,803;30,399;31,057;31,643;31,75;31,777;84,42;62,37;59,60;56,27;55,55;54,67
27,89;30,38;30,566;31,547;31,737;31,946;84,72;64,02;65,47;57,70;55,82;54,40
26,962;29,698;29,471;30,972;30,765;31,684;91,75;72,42;73,55;59,97;65,20;57,80
27,039;29,053;28,823;29,905;30,204;30,727;92,67;74,97;79,92;68,07;69,25;66,77
27,052;28,625;28,897;29,545;29,836;29,795;91,75;78,42;79,00;72,75;68,65;70,30
27,267;28,323;29,227;29,79;30,279;30,844;89,92;81,00;75,35;74,22;64,62;60,67
27,306;28,579;29,514;29,903;30,604;30,674;92,67;82,17;66,35;72,45;60,92;62,40
27,411;29,506;30,959;30,789;31,242;31,065;85,35;67,92;58,12;60,27;56,10;58,67
27,4;30,277;30,952;31,334;31,558;31,446;89,92;67,10;60,75;56,27;56,10;55,80
27,434;29,29;29,657;31,175;31,378;31,685;88,37;76,70;75,65;59,70;61,77;55,80
27,487;29,165;29,533;30,529;31,195;31,258;91,15;74,42;76,57;71,27;66,62;63,85
27,234;28,996;29,028;30,418;30,21;31,318;92,37;79,00;80,55;72,45;76,25;58,37
27,24;28,694;29,047;29,571;29,561;30,234;93,00;81,87;80,22;77,80;74,20;70,87
27,172;28,577;29,137;29,382;29,23;29,637;93,30;80,42;78,70;76,60;77,15;75,05
27,146;28,3;28,711;29,29;29,387;29,382;94,52;83,02;82,37;77,20;77,15;76,25
27,083;28,182;28,27;29,028;29,17;29,491;92,67;84,20;86,10;78,70;77,72;75,95
26,962;27,833;28,173;28,771;29,086;29,295;94,22;85,95;85,80;82,27;79,50;78,05
26,801;27,953;28,276;28,843;28,746;29,197;96,07;85,95;85,80;81,67;79,20;77,75
26,76;27,959;28,347;28,642;28,662;28,968;96,40;86,25;84,85;81,07;79,80;78,35
26,866;27,903;28,228;28,796;28,631;28,954;96,07;87,12;85,80;80,17;80,10;78,65
26,894;27,805;27,817;28,687;28,4;28,889;94,85;87,42;88,27;82,27;83,07;79,85
26,877;27,655;27,875;28,278;28,667;28,868;96,07;87,12;87,97;83,80;81,00;79,85
26,738;27,632;27,817;28,384;28,516;28,955;97,02;87,70;87,97;83,50;81,00;78,35
26,723;27,535;27,71;28,298;28,472;28,673;97,02;87,70;88,90;82,57;83,07;80,75
26,698;27,503;27,73;28,17;28,595;28,744;97,02;89,17;89,52;86,22;82,77;80,45
26,698;27,473;27,761;28,265;28,518;28,785;97,02;89,47;89,22;85,90;83,67;81,97
26,585;27,509;27,654;28,207;28,35;28,777;97,65;89,77;89,85;85,60;81,00;79,85
26,562;27,441;27,728;28,151;28,248;28,637;97,32;89,47;89,85;81,97;81,30;79,25
26,516;27,209;27,54;28,279;28,362;28,395;97,02;90,35;90,15;81,97;81,60;81,35
26,432;27,225;27,467;27,945;28,215;28,541;100,00;90,35;90,77;84,70;82,20;81,05
26,243;27,141;27,295;28,04;28,267;28,441;100,00;91,82;91,42;83,80;81,30;80,75
26,193;26,97;27,089;27,914;27,957;28,204;100,00;92,42;91,72;83,80;82,50;81,05
26,243;26,828;27,083;27,702;27,901;28,01;100,00;91,82;93,00;86,52;83,37;82,27
26,207;26,787;26,922;27,545;27,68;28,087;100,00;92,72;93,62;87,42;86,70;82,27
26,143;26,686;26,781;27,337;27,506;27,865;100,00;93,32;94,25;88,95;87,00;82,87
26,144;26,558;26,824;27,084;27,391;27,408;99,52;93,32;93,62;88,95;86,70;87,15
26,066;26,49;26,681;27,174;27,324;27,535;100,00;93,92;94,57;87,12;87,60;85,32
26,014;26,436;26,542;26,985;27,078;27,289;100,00;93,92;94,87;90,77;87,30;88,07
25,916;26,319;26,467;26,752;26,903;27,18;100,00;93,92;94,87;91,10;88,20;87,45
25,804;26,173;26,325;26,562;26,727;26,888;100,00;94,20;94,87;91,70;87,00;87,45
25,746;26,045;26,023;26,7;26,642;26,78;100,00;94,80;96,47;88,35;88,50;87,15
25,679;25,777;25,959;26,39;26,316;26,635;100,00;95,70;96,47;90,77;89,42;88,37
25,65;25,795;25,826;26,144;26,316;26,532;100,00;95,70;97,10;91,70;89,10;88,70
25,535;25,665;25,676;25,928;26,046;26,272;100,00;95,70;97,42;93,85;90,62;89,30
25,512;25,511;25,569;25,821;25,973;26,246;100,00;96,90;98,07;92,62;89,72;88,37
25,438;25,448;25,426;25,839;25,879;26,209;100,00;96,60;98,70;91,40;90,02;88,07
25,387;25,346;25,844;25,627;25,839;25,999;100,00;96,60;92,05;92,62;90,62;88,70
25,264;25,374;25,766;25,957;26,006;26,046;100,00;95,10;92,05;89,57;88,50;89,30
25,205;25,276;25,365;25,957;25,714;26,095;100,00;95,40;96,80;88,95;90,02;87,45
25,193;25,238;25,314;25,743;25,673;25,879;100,00;95,70;97,42;89,87;90,32;88,37
25,091;25,135;25,343;25,436;25,813;25,667;99,82;96,60;94,25;92,92;88,20;91,77
25,116;25,15;25,333;25,841;25,847;25,98;100,00;96,60;96,80;89,25;88,20;88,37
25,033;25,089;25,203;25,552;25,519;25,714;99,82;96,00;96,47;91,40;91,25;90,55
25,025;25,071;25,253;25,555;25,566;25,621;100,00;96,30;95,20;91,10;90,62;91,15
25,047;25,104;25,54;25,54;25,464;25,549;99,82;95,70;92,67;91,40;91,55;91,47
24,995;25,01;25,074;25,58;25,333;25,757;100,00;96,60;97,10;90,17;92,15;88,37
25,039;24,934;25,243;25,161;25,255;25,238;99,82;96,90;95,52;93,85;92,15;93,02
25,057;24,969;25,147;25,266;25,246;25,247;100,00;97,20;97,10;93,55;93,37;93,65
25,002;24,987;25,221;25,188;25,374;25,342;100,00;97,50;95,82;93,55;90,92;92,70
24,974;25,009;25,281;25,33;25,319;25,465;100,00;97,20;94,25;92,02;91,55;90,85
24,989;25,033;25,253;25,355;25,461;25,528;100,00;96,30;95,20;92,02;90,32;90,22
24,971;25,019;25,351;25,333;25,365;25,506;100,00;96,30;93,00;92,02;90,92;90,22
24,939;24,922;24,952;25,421;25,275;25,487;100,00;96,90;97,75;91,10;92,77;90,55
24,939;24,867;25,148;25,034;25,15;25,173;100,00;96,90;95,20;94,77;91,85;93,32
24,907;24,899;24,974;25,15;25,24;25,287;100,00;97,20;97,75;92,92;91,25;91,77
24,873;24,843;24,851;25,106;25,118;25,162;100,00;97,50;98,37;93,25;92,45;92,70
24,813;24,693;24,87;24,952;24,957;25,062;100,00;97,80;96,47;95,40;93,37;93,32
24,834;24,702;24,82;25,04;25,156;25,135;100,00;98,10;99,02;93,25;91,55;92,70
24,797;24,667;24,643;25,066;25,071;25,319;100,00;98,10;99,67;93,55;93,37;90,85
24,738;24,502;24,655;24,653;24,957;24,966;100,00;99,00;99,02;96,95;93,07;94,27
24,732;24,569;24,605;24,926;24,923;25,138;100,00;98,40;99,67;93,85;93,37;92,10
24,69;24,519;24,494;24,766;24,823;24,964;100,00;98,40;100,00;95,40;94,30;93,65
24,629;24,408;24,419;24,688;24,663;24,793;100,00;99,60;100,00;95,72;95,22;94,90
24,569;24,387;24,437;24,416;24,663;24,743;100,00;99,30;100,00;98,50;95,22;95,52
24,616;24,484;24,519;24,653;24,703;24,723;100,00;99,60;99,67;95,72;94,90;95,20
24,602;24,511;24,434;24,72;24,711;24,729;100,00;99,00;100,00;95,40;94,60;95,52
24,55;24,367;24,322;24,569;24,493;24,664;100,00;99,60;100,00;97,27;96,75;95,82
24,544;24,311;24,378;24,36;24,546;24,711;100,00;99,30;100,00;98,20;96,45;95,52
24,579;24,417;24,466;24,502;24,678;24,694;100,00;99,60;100,00;96,95;94,90;95,52
24,552;24,382;24,323;24,544;24,496;24,659;100,00;99,90;100,00;97,27;96,75;95,82
24,481;24,272;24,268;24,225;24,231;24,401;100,00;99,90;100,00;99,45;98,60;98,65
24,531;24,32;24,325;24,328;24,444;24,525;100,00;99,60;100,00;98,50;96,15;96,77
24,502;24,314;24,296;24,254;24,399;24,479;100,00;99,90;100,00;99,12;96,75;97,40
24,479;24,316;24,354;24,402;24,552;24,44;100,00;99,60;99,97;97,57;95,52;97,70
24,467;24,301;24,325;24,535;24,594;24,64;100,00;99,60;99,97;96,32;94,90;95,52
24,435;24,269;24,346;24,555;24,502;24,732;100,00;99,60;99,67;95,72;95,82;94,27
24,423;24,263;24,266;24,488;24,399;24,599;100,00;98,70;100,00;96,32;96,45;95,52
24,382;24,218;24,369;24,36;24,39;24,481;100,00;99,90;98,70;97,27;96,45;96,45
24,41;24,26;24,481;24,438;24,366;24,414;100,00;99,30;98,07;96,65;96,15;96,45
24,401;24,262;24,336;24,463;24,494;24,469;100,00;99,30;99,97;95,72;94,90;95,82
24,367;24,221;24,218;24,408;24,376;24,451;100,00;99,60;100,00;96,65;96,15;96,15
24,366;24,178;24,227;24,336;24,42;24,455;100,00;100,00;99,67;96,65;95,22;95,52
24,372;24,203;24,295;24,381;24,399;24,508;100,00;99,90;99,67;96,32;95,52;95,20
24,37;24,209;24,304;24,376;24,333;24,782;100,00;99,30;99,67;96,65;96,45;93,02
24,366;24,218;24,333;24,34;24,307;24,413;100,00;99,00;99,02;96,95;96,15;96,15
24,398;24,259;24,354;24,357;24,372;24,437;100,00;99,30;98,70;96,32;95,22;95,52
24,385;24,24;24,325;24,373;24,423;24,481;100,00;99,00;98,70;96,02;94,90;95,20
24,352;24,21;24,295;24,311;24,493;24,578;100,00;99,30;99,02;96,65;94,00;94,57
24,342;24,21;24,255;24,372;24,404;24,659;100,00;99,30;99,67;96,32;95,52;93,32
24,325;24,181;24,2;24,317;24,396;24,46;100,00;99,60;99,67;96,65;95,52;95,52
24,298;24,148;24,145;24,308;24,331;24,382;100,00;99,60;100,00;96,32;94,90;95,52
24,215;23,982;23,973;24,207;24,108;24,322;100,00;99,60;100,00;97,87;97,67;95,82
24,185;23,954;24,041;23,999;24,097;24,124;100,00;100,00;100,00;98,82;96,75;97,40
24,243;24,018;23,978;24,133;24,185;24,254;100,00;99,60;100,00;97,27;96,15;96,45
24,206;23,991;23,978;24,012;24,186;24,299;100,00;100,00;100,00;99,12;96,15;96,15
24,207;24,022;23,999;24,181;24,286;24,429;100,00;100,00;100,00;96,95;95,52;95,20
24,192;24,015;24,124;24,334;24,225;24,345;100,00;100,00;99,35;95,40;95,52;95,52
24,192;24,034;24,178;24,233;24,076;24,186;100,00;99,30;98,70;96,32;97,07;97,07
24,156;24;23,994;24,112;23,94;24,018;100,00;99,00;100,00;96,95;98,00;98,02
24,129;23,913;24,038;23,973;23,911;23,916;100,00;100,00;99,67;97,87;97,67;98,65
24,097;23,88;24,076;24,025;24,029;24,005;100,00;99,90;99,67;97,27;96,45;97,70
24,129;23,893;23,949;23,913;23,916;24,114;100,00;99,90;100,00;98,50;97,67;96,45
24,1;23,902;23,979;23,937;23,933;23,979;100,00;99,90;99,97;98,20;97,37;97,70
24,092;23,911;23,982;23,928;23,919;24,038;100,00;99,90;99,97;98,20;97,67;96,77
24,085;23,911;23,949;23,97;23,975;24,121;100,00;99,90;100,00;97,57;96,75;96,15
24,086;23,911;23,939;23,927;23,875;23,969;100,00;100,00;99,97;97,87;97,37;97,40
24,047;23,895;23,848;23,931;23,833;23,924;100,00;100,00;100,00;97,57;97,67;97,70
24,022;23,832;23,988;23,862;23,964;23,881;100,00;100,00;99,35;98,20;96,15;98,02
23,999;23,839;23,961;23,942;23,92;23,988;100,00;99,30;99,35;97,27;97,07;96,77
24,011;23,824;23,902;23,853;23,803;23,862;100,00;100,00;99,97;98,20;97,67;98,02
23,966;23,795;23,942;23,809;23,786;23,792;100,00;99,90;99,35;98,20;97,37;98,35
23,982;23,782;23,817;23,817;23,722;23,768;100,00;99,90;100,00;97,87;97,67;98,02
24,012;23,782;23,758;23,771;23,765;23,838;100,00;100,00;100,00;98,20;97,67;98,02
23,993;23,773;23,762;23,815;23,887;23,863;100,00;100,00;100,00;97,87;96,45;97,70
24;23,756;23,735;23,753;23,683;23,862;100,00;100,00;100,00;98,20;98,30;97,07
23,969;23,743;23,776;23,707;23,773;23,776;100,00;100,00;100,00;98,50;97,07;98,02
23,937;23,729;23,741;23,749;23,722;23,749;100,00;100,00;100,00;98,20;97,67;98,02
23,92;23,698;23,698;23,74;23,827;23,901;100,00;100,00;100,00;98,20;95,82;96,45
23,911;23,669;23,637;23,806;24,041;24,257;100,00;100,00;100,00;98,20;95,52;93,95
23,844;23,621;23,565;23,767;23,719;23,904;100,00;100,00;100,00;97,27;97,07;96,77
23,841;23,586;23,537;23,696;23,665;23,767;100,00;100,00;100,00;97,87;97,37;97,40
23,804;23,564;23,511;23,69;23,765;23,838;100,00;100,00;100,00;97,57;96,45;96,45
23,789;23,513;23,454;23,627;23,722;23,735;100,00;100,00;100,00;98,50;96,45;96,77
23,77;23,52;23,478;23,568;23,534;23,764;100,00;100,00;100,00;98,20;98,00;97,07
23,726;23,489;23,412;23,552;23,63;23,838;100,00;100,00;100,00;98,82;97,37;96,77
23,681;23,445;23,403;23,472;23,57;23,609;100,00;100,00;100,00;99,45;97,37;98,02
23,702;23,358;23,322;23,483;23,492;23,661;100,00;100,00;100,00;99,75;98,00;97,70
23,661;23,308;23,265;23,401;23,448;23,537;100,00;100,00;100,00;99,12;98,30;98,35
23,595;23,314;23,263;23,365;23,373;23,459;100,00;100,00;100,00;99,45;98,60;98,97
23,555;23,227;23,188;23,368;23,332;23,413;100,00;100,00;100,00;99,12;99,55;99,27
23,552;23,205;23,208;23,197;23,239;23,278;100,00;100,00;100,00;100,00;99,55;99,92
23,571;23,232;23,157;23,229;23,338;23,328;100,00;100,00;100,00;100,00;98,60;99,60
23,543;23,232;23,136;23,268;23,289;23,358;100,00;100,00;100,00;100,00;98,92;99,27
23,457;23,131;23,053;23,238;23,37;23,358;100,00;100,00;100,00;99,75;98,30;98,97
23,489;23,1;23,08;23,07;23,185;23,322;100,00;100,00;100,00;100,00;99,55;99,27
23,477;23,116;23,017;23,107;23,133;23,202;100,00;100,00;100,00;100,00;100,00;99,92
23,412;23,004;22,979;22,98;23,092;23,193;100,00;100,00;100,00;100,00;100,00;99,92
23,456;23,089;23,071;22,995;23,214;23,215;100,00;100,00;100,00;100,00;98,92;99,60
23,457;23,074;23,014;23,088;23,194;23,293;100,00;100,00;100,00;100,00;99,22;98,97
23,437;23,094;22,996;22,979;23,145;23,235;100,00;100,00;100,00;100,00;99,55;99,60
23,456;23,119;23,017;23,085;23,214;23,238;100,00;100,00;100,00;100,00;98,92;99,27
23,4;23,157;22,996;23,113;23,254;23,203;100,00;100,00;100,00;100,00;98,30;99,60
23,416;23,014;23,022;23,098;23,101;23,245;100,00;100,00;100,00;100,00;100,00;99,60
23,456;23,089;23,092;23,085;23,197;23,175;100,00;100,00;100,00;100,00;98,60;99,60
23,496;23,14;23,05;23,112;23,152;23,227;100,00;100,00;100,00;100,00;99,55;99,27
23,398;23,116;23,007;23,082;23,262;23,247;100,00;100,00;100,00;100,00;98,60;99,60
23,424;23,146;23,049;23,118;23,337;23,349;100,00;100,00;100,00;100,00;97,67;98,35
23,374;23,14;23,104;23,212;23,19;23,233;100,00;100,00;100,00;99,45;98,92;99,27
23,436;23,125;23,08;23,209;23,212;23,197;100,00;100,00;100,00;99,45;98,60;99,60
23,347;22,961;22,938;23,067;23,097;23,241;100,00;100,00;100,00;100,00;100,00;99,60
23,299;22,887;22,92;22,901;22,905;23,14;100,00;100,00;100,00;100,00;100,00;100,00
23,304;22,887;22,925;22,899;23,014;23,017;100,00;100,00;100,00;100,00;100,00;100,00
23,274;22,853;22,904;22,92;22,896;22,926;100,00;100,00;100,00;100,00;100,00;100,00
23,308;22,896;22,926;22,949;22,998;22,998;100,00;100,00;100,00;100,00;100,00;100,00
23,383;22,965;22,893;22,901;22,835;22,952;100,00;100,00;100,00;100,00;100,00;100,00
23,283;22,896;22,853;22,821;22,794;22,871;100,00;100,00;100,00;100,00;100,00;100,00
23,316;22,91;22,788;22,841;22,916;22,922;100,00;100,00;100,00;100,00;100,00;100,00
23,319;22,833;22,787;22,735;22,747;22,868;100,00;100,00;100,00;100,00;100,00;100,00
23,298;22,901;22,881;22,75;22,75;22,75;100,00;100,00;100,00;100,00;100,00;100,00
23,256;22,869;22,791;22,791;22,741;22,75;100,00;100,00;100,00;100,00;100,00;100,00
23,247;22,788;22,775;22,735;22,699;22,691;100,00;100,00;100,00;100,00;100,00;100,00
23,28;22,902;22,844;22,73;22,724;22,682;100,00;100,00;100,00;100,00;100,00;100,00
23,286;22,928;22,814;22,745;22,802;22,781;100,00;100,00;100,00;100,00;100,00;100,00
23,209;22,85;22,696;22,824;22,761;22,808;100,00;100,00;100,00;100,00;100,00;100,00
23,127;22,702;22,664;22,608;22,531;22,627;100,00;100,00;100,00;100,00;100,00;100,00
23,13;22,673;22,628;22,557;22,533;22,675;100,00;100,00;100,00;100,00;100,00;100,00
23,07;22,678;22,646;22,516;22,533;22,557;100,00;100,00;100,00;100,00;100,00;100,00
23,085;22,775;22,634;22,608;22,673;22,673;100,00;100,00;100,00;100,00;100,00;100,00
23,092;22,703;22,682;22,542;22,569;22,667;100,00;100,00;100,00;100,00;100,00;100,00
23,095;22,802;22,726;22,612;22,766;22,767;100,00;100,00;100,00;100,00;100,00;100,00
23,091;22,85;22,753;22,83;22,821;22,794;100,00;100,00;100,00;100,00;100,00;100,00
23,119;22,742;22,678;22,845;22,817;22,857;100,00;100,00;100,00;100,00;100,00;100,00
23,151;22,67;22,603;22,681;22,82;22,935;100,00;100,00;100,00;100,00;100,00;100,00
23,085;22,651;22,633;22,633;22,676;22,714;100,00;100,00;100,00;100,00;100,00;100,00
23,01;22,636;22,602;22,666;22,631;22,736;100,00;100,00;100,00;100,00;100,00;100,00
23,11;22,651;22,6;22,566;22,57;22,64;100,00;100,00;100,00;100,00;100,00;100,00
23,109;22,687;22,712;22,582;22,596;22,546;100,00;100,00;100,00;100,00;100,00;100,00
23,076;22,753;22,796;22,669;22,651;22,619;100,00;100,00;100,00;100,00;100,00;100,00
23,155;22,838;22,808;22,7;22,675;22,646;100,00;100,00;100,00;100,00;100,00;100,00
23,032;22,776;22,753;22,75;22,654;22,676;100,00;100,00;100,00;100,00;100,00;100,00
23,128;22,796;22,803;22,733;22,676;22,615;100,00;100,00;100,00;100,00;100,00;100,00
23,191;22,944;22,977;22,769;22,794;22,709;100,00;100,00;100,00;100,00;100,00;100,00
23,2;23,02;23,008;22,893;22,914;22,851;100,00;100,00;100,00;100,00;100,00;100,00
23,265;23,002;23,082;23,037;22,971;22,961;100,00;100,00;100,00;100,00;100,00;100,00
23,358;23,166;23,19;23,104;23,13;23,047;100,00;100,00;100,00;100,00;100,00;100,00
23,29;23,169;23,146;23,227;23,136;23,101;100,00;100,00;100,00;100,00;100,00;100,00
23,328;23,112;23,161;23,244;23,196;23,091;100,00;100,00;100,00;100,00;99,55;100,00
23,437;23,28;23,328;23,124;23,253;23,247;100,00;100,00;100,00;100,00;99,85;100,00
23,57;23,511;23,507;23,445;23,615;23,559;100,00;100,00;100,00;99,45;98,00;98,65
23,618;23,595;23,61;23,633;23,844;24,049;100,00;100,00;100,00;99,12;97,07;96,45
23,687;23,61;23,717;23,675;23,996;24,262;100,00;99,60;100,00;98,50;96,15;96,45
23,782;23,743;23,887;23,853;24,245;24,028;100,00;98,40;99,67;97,27;94,60;96,77
23,815;23,791;23,904;24,206;24,141;24,064;100,00;98,70;99,97;96,02;96,75;97,40
23,893;23,901;23,96;24,234;24,373;24,104;100,00;99,00;100,00;97,57;96,15;97,70
23,904;23,866;24,009;24,298;24,212;24,376;100,00;100,00;100,00;97,57;97,37;96,45
24,058;24,16;24,29;24,304;24,59;24,476;100,00;99,60;99,02;96,02;94,90;95,82
24,159;24,401;24,623;24,546;24,638;24,538;100,00;94,80;96,15;95,72;93,07;94,90
24,313;24,7;24,752;24,971;25,036;25,072;100,00;96,30;94,57;92,62;90,92;92,70
24,479;25,001;24,934;25,009;25,197;24,975;100,00;93,62;93,92;92,02;90,32;92,70
24,508;25,1;24,972;25,086;25,543;25,191;100,00;95,10;96,15;90,77;88,80;90,85
24,517;24,699;24,945;25,395;25,473;25,465;100,00;97,20;95,20;92,02;90,02;91,47
24,696;25,091;25,202;25,441;25,577;25,638;100,00;93,32;93,92;90,47;89,72;89,00
24,675;25,174;25,285;25,519;25,682;25,893;100,00;96,60;93,62;90,17;88,20;88,37
24,667;25,191;25,194;25,791;26,003;26,198;100,00;94,80;95,20;87,12;85,80;85,32
24,726;25,065;25,066;25,604;25,977;26,281;100,00;95,40;97,42;88,65;86,70;85,62
24,81;25,199;25,243;25,665;26,026;26,008;100,00;96,90;98,07;92,92;88,50;88,07
24,837;25,256;25,331;25,795;26,08;26,039;100,00;96,90;96,80;91,70;90,32;89,30
24,869;25,256;25,409;25,789;26,108;26,08;100,00;96,60;96,80;93,25;90,02;91,47
24,848;25,259;25,275;25,662;26,025;26,032;100,00;96,00;97,42;93,55;89,72;91,15
24,797;25,293;25,293;25,908;26,309;25,888;100,00;96,30;97,75;91,40;88,80;90,85
24,838;25,261;25,177;25,925;26,427;25,951;100,00;95,40;97,75;91,40;88,80;89,30
24,854;25,258;25,38;25,853;26,158;25,74;100,00;95,70;96,47;91,40;89,42;92,10
24,955;25,389;25,496;25,914;26,461;25,813;100,00;95,70;94,87;89,57;86,10;90,22
25,118;25,528;25,789;26,275;26,596;26,012;100,00;94,50;93,00;88,05;84,57;89,00
25,261;25,633;26,002;26,412;26,552;26,439;100,00;93,32;93,00;85,90;84,27;86,55
25,516;26,005;26,244;26,963;26,993;27,146;98,27;91,82;89,85;83,50;84,57;83,80
26,012;26,993;26,994;27,762;28,275;27,121;98,57;84,77;85,17;81,67;78,32;82,27
27,465;27,845;27,562;29,445;28,375;29,469;91,45;81,30;80,55;76,00;75,07;72,37
27,107;27,237;28,409;30,245;29,1;29,863;93,00;83,90;75,95;75,42;70,40;71,17
27,357;28,004;29,323;31,022;29,263;31,428;87,47;77,27;72,92;66,60;73,90;65,60
27,146;28,453;29,961;30,12;29,499;31,506;91,45;79,85;72,92;68,07;71,27;65,90
27,858;28,549;29,566;30,757;29,671;31,755;91,15;80,42;73,22;71,27;69,52;65,02
27,163;28,67;29,8;28,898;29,017;30,447;90,22;76,12;69,02;70,70;68,65;61,55
26,937;29,426;29,3;29,323;28,131;30,389;85,95;68,77;69,92;68,95;70,40;61,55
26,886;30,894;28,684;27,948;27,762;29,692;81,40;61,82;71,12;72,75;71,27;64,72
27,166;29,46;27,669;27,842;27,377;28,435;79,90;67,10;75,35;73,05;73,90;70,00
26,815;28,53;27,137;27,394;26,841;27,865;84,42;71,57;79,62;76,00;78,02;73,55
26,515;27,759;26,778;27,018;26,575;27,021;87,47;75,55;81,15;78,70;80,40;78,05
26,447;27,352;26,946;26,615;26,37;26,763;87,47;77,55;81,77;81,67;82,50;79,85
27,408;27,996;26,498;26,558;26,124;27,239;83,82;76,70;84,25;82,87;84,57;79,85
26,82;27,392;26,299;26,264;25,817;26,541;88,07;79,27;84,85;84,40;85,80;82,87
26,31;27,299;26,743;26,232;25,57;26,341;90,22;79,27;83,92;84,40;86,70;83,47
27,714;27,408;26,851;26,149;25,944;26,195;86,85;79,27;82,37;85,60;85,80;84,40
27,34;27,772;26,976;26,012;26,121;26,316;85,65;77,85;82,37;85,60;84,57;83,47
27,275;28,064;26,223;26,003;25,986;26,69;83,52;77,55;85,80;85,90;85,80;82,57
26,747;27,137;25,963;25,713;25,333;26,025;86,55;81,00;87,97;87,42;89,10;85,32
